Date,vix close,vix return,mean,sma 10,sma 15,sma 20,sma 50,sma 100,sma 150,sma 200,sma 250,a15,a50,a100,a150,a200,b15,b50,b100,b150,b200,vix_pos_return,vix_neg_return,c_1_15,c_1_50,c_1_100,c_1_150,c_1_200,c_pos_returns,c_neg_returns,c_3_15,c_3_50,c_3_100,c_3_150,c_3_200,c_3_pos_returns,c_3_neg_returns,>b_upper,<b_lower
2007-08-02,21.219999313354492,-0.10350658027218118,20.203986065899098,20.460000038146973,18.813333320617676,18.091499948501585,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-08-03,25.15999984741211,0.1856739237299614,20.203986065899098,21.28099994659424,19.4806666692098,18.613499927520753,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-08-06,22.940000534057617,-0.08823526736161069,20.203986065899098,21.89400005340576,19.970666694641114,19.002499961853026,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-08-07,21.559999465942383,-0.06015697628543781,20.203986065899098,22.195000076293944,20.36599998474121,19.201999950408936,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2007-08-08,21.450000762939453,-0.005101980785142901,20.203986065899098,22.530000114440917,20.729333368937173,19.442500019073485,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0
2007-08-09,26.479999542236328,0.2344987692488818,20.203986065899098,23.104000091552734,21.479333368937173,19.98949999809265,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-08-10,28.299999237060547,0.06873110748817313,20.203986065899098,23.517000007629395,22.23599993387858,20.646999979019164,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2007-08-13,26.56999969482422,-0.061130727522097916,20.203986065899098,24.086999893188477,22.886666615804035,21.195999956130983,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-08-14,27.68000030517578,0.04177646304481475,20.203986065899098,24.50299987792969,23.495333353678387,21.798499965667723,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-08-15,30.670000076293945,0.10802022175408266,20.203986065899098,25.202999877929688,24.333333333333332,22.53199996948242,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2007-08-16,30.829999923706055,0.0052168192701043115,20.203986065899098,26.163999938964842,25.006000010172524,23.311999988555907,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0
2007-08-17,29.989999771118164,-0.02724619379392179,20.203986065899098,26.64699993133545,25.393999989827474,23.963999938964843,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-08-20,26.329999923706055,-0.1220406760701902,20.203986065899098,26.985999870300294,25.75799992879232,24.439999961853026,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2007-08-21,25.25,-0.04101784758205351,20.203986065899098,27.354999923706053,25.873333231608072,24.775,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
2007-08-22,22.889999389648438,-0.09346537070699257,20.203986065899098,27.498999786376952,25.821333185831705,25.014499950408936,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
2007-08-23,22.6200008392334,-0.01179548089184923,20.203986065899098,27.11299991607666,25.914666620890298,25.108500003814697,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
2007-08-24,20.719999313354492,-0.08399652764748966,20.203986065899098,26.354999923706053,25.61866658528646,24.935999965667726,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0
2007-08-27,22.719999313354492,0.09652509972386714,20.203986065899098,25.969999885559083,25.603999837239584,25.02849988937378,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-08-28,26.299999237060547,0.1575704239393081,20.203986065899098,25.83199977874756,25.919999821980795,25.167499828338624,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007-08-29,23.809999465942383,-0.09467680012740798,20.203986065899098,25.145999717712403,26.077333068847658,25.174499797821046,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-08-30,25.059999465942383,0.05249895119854964,20.203986065899098,24.568999671936034,25.982666397094725,25.366499805450438,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-08-31,23.3799991607666,-0.06703911975173715,20.203986065899098,23.90799961090088,25.654666392008462,25.277499771118165,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-09-04,22.780000686645508,-0.025662895451593393,20.203986065899098,23.552999687194824,25.401999791463215,25.26949977874756,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007-09-05,24.579999923706055,0.07901664542599307,20.203986065899098,23.48599967956543,25.195333099365236,25.420499801635742,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-09-06,23.989999771118164,-0.0240032609609111,20.203986065899098,23.595999717712402,24.74999974568685,25.54749975204468,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-09-07,26.229999542236328,0.09337222978279991,20.203986065899098,23.956999588012696,24.443333053588866,25.534999752044676,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-09-10,27.3799991607666,0.04384291416698316,20.203986065899098,24.622999572753905,24.269333012898763,25.48899974822998,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007-09-11,25.270000457763672,-0.07706350502838555,20.203986065899098,24.877999687194823,24.198666381835938,25.423999786376953,21.77139986038208,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-09-12,24.959999084472656,-0.012267565004961178,20.203986065899098,24.743999671936034,24.179332987467447,25.2879997253418,21.96259984970093,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2007-09-13,24.760000228881836,-0.00801277495700059,20.203986065899098,24.83899974822998,24.30399971008301,24.99249973297119,22.159399852752685,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3,0,0,0,0,3,1,1,0,0,0,0,1,0,0
2007-09-14,24.920000076293945,0.006462029318783147,20.203986065899098,24.824999809265137,24.45733299255371,24.696999740600585,22.348199863433837,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2007-09-17,26.479999542236328,0.06260029940474965,20.203986065899098,25.13499984741211,24.8413330078125,24.521499729156496,22.583399848937987,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0
2007-09-18,20.350000381469727,-0.23149544058673732,20.203986065899098,24.891999816894533,24.683333079020183,24.222499752044676,22.68719985961914,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2007-09-19,20.030000686645508,-0.015724800433694508,20.203986065899098,24.436999893188478,24.26533317565918,23.961499786376955,22.736399879455565,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007-09-20,20.450000762939453,0.020968550269395037,20.203986065899098,24.082999992370606,24.04133326212565,23.839499855041502,22.81259990692139,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-09-21,19.0,-0.07090468013904527,20.203986065899098,23.36000003814697,23.63733329772949,23.658499813079835,22.881799907684325,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-09-24,19.3700008392334,0.019473728380705158,20.203986065899098,22.55900020599365,23.370000076293945,23.59099988937378,22.966199932098387,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-09-25,18.600000381469727,-0.039752216024898535,20.203986065899098,21.892000198364258,23.091333389282227,23.38499994277954,23.026399936676025,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-09-26,17.6299991607666,-0.05215060219404566,20.203986065899098,21.159000205993653,22.628000005086264,22.951499938964844,23.06639991760254,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007-09-27,17.0,-0.035734497490424566,20.203986065899098,20.38300018310547,22.16200002034505,22.610999965667723,23.086399917602538,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
2007-09-28,18.0,0.05882352941176472,20.203986065899098,19.691000175476074,21.613333384195965,22.257999992370607,23.141799926757812,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-10-01,17.84000015258789,-0.008888880411783817,20.203986065899098,18.827000236511232,20.97733345031738,21.98100004196167,23.159599914550782,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-10-02,18.489999771118164,0.03643495588401002,20.203986065899098,18.641000175476073,20.525333404541016,21.766499996185303,23.193199920654298,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-10-03,18.799999237060547,0.01676579068576345,20.203986065899098,18.518000030517577,20.114666748046876,21.477499961853027,23.198199920654297,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007-10-04,18.440000534057617,-0.01914886795810411,20.203986065899098,18.317000007629396,19.693333435058594,21.2,23.204999923706055,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-10-05,16.90999984741211,-0.08297183526755791,20.203986065899098,18.107999992370605,19.159333419799804,20.73400001525879,23.128399925231932,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007-10-08,17.459999084472656,0.032525088233204213,20.203986065899098,17.91699981689453,18.55800005594889,20.238000011444093,22.994199905395508,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-10-09,16.1200008392334,-0.0767467534652353,20.203986065899098,17.668999862670898,18.27600008646647,19.78050003051758,22.89919990539551,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-10-10,16.670000076293945,0.034119057594708124,20.203986065899098,17.572999954223633,18.052000045776367,19.36600008010864,22.762199897766113,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-10-11,18.8799991607666,0.13257342977553122,20.203986065899098,17.760999870300292,17.947333272298177,19.07200002670288,22.666399879455568,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007-10-12,17.729999542236328,-0.06091099945173828,20.203986065899098,17.733999824523927,17.86266657511393,18.7125,22.596599884033203,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-10-15,19.25,0.08573042848324586,20.203986065899098,17.874999809265137,17.85466651916504,18.351000022888183,22.47839988708496,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-10-16,20.020000457763672,0.04000002377993095,20.203986065899098,18.027999877929688,17.94933319091797,18.33450002670288,22.419999885559083,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007-10-17,18.540000915527344,-0.07392604937041303,20.203986065899098,18.002000045776366,18.009999974568686,18.260000038146973,22.35959991455078,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-10-18,18.5,-0.002157546577780556,20.203986065899098,18.007999992370607,18.109999974568684,18.1625,22.300599899291992,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2007-10-19,22.959999084472656,0.24108103159311645,20.203986065899098,18.61299991607666,18.440666580200194,18.360499954223634,22.230199890136717,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2007-10-22,21.639999389648438,-0.057491278199436224,20.203986065899098,19.03099994659424,18.6939998626709,18.473999881744383,22.096999893188478,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-10-23,20.40999984741211,-0.05683916714085968,20.203986065899098,19.45999984741211,18.82199986775716,18.564499855041504,21.973799896240234,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2007-10-24,20.799999237060547,0.019108250493097723,20.203986065899098,19.87299976348877,18.955333201090493,18.722999858856202,21.83619987487793,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-10-25,21.170000076293945,0.017788502538699458,20.203986065899098,20.101999855041505,19.137333170572916,18.931499862670897,21.64619987487793,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2007-10-26,19.559999465942383,-0.07605104414498476,20.203986065899098,20.28499984741211,19.31399981180827,19.00949983596802,21.420799865722657,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007-10-29,19.8700008392334,0.015848741398525323,20.203986065899098,20.34699993133545,19.474666595458984,19.110999870300294,21.21839988708496,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007-10-30,21.06999969482422,0.06039249143972936,20.203986065899098,20.451999855041503,19.80466651916504,19.239999866485597,21.113199882507324,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2007-10-31,18.530000686645508,-0.12055050047308036,20.203986065899098,20.45099983215332,19.92866655985514,19.226499938964842,20.978799896240233,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-11-01,23.209999084472656,0.252563314862692,20.203986065899098,20.921999740600587,20.217333221435545,19.464999866485595,20.98519989013672,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-11-02,23.010000228881836,-0.008616926474788955,20.203986065899098,20.926999855041505,20.569333267211913,19.76999988555908,20.992999877929687,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-11-05,24.309999465942383,0.056497141422398034,20.203986065899098,21.1939998626709,20.906666564941407,20.112499904632568,21.064799880981447,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2007-11-06,21.389999389648438,-0.12011518471585247,20.203986065899098,21.29199981689453,20.99799982706706,20.37599983215332,21.038199882507325,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2007-11-07,26.489999771118164,0.23842919714798305,20.203986065899098,21.860999870300294,21.527999750773112,20.86699981689453,21.041999893188475,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2007-11-08,26.15999984741211,-0.01245752837136116,20.203986065899098,22.35999984741211,22.038666407267254,21.230999851226805,21.08899990081787,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2007-11-09,28.5,0.0894495476390218,20.203986065899098,23.25399990081787,22.407999801635743,21.76949987411499,21.157799911499023,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,7,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2007-11-12,31.09000015258789,0.09087719833641716,20.203986065899098,24.37599983215332,23.037999852498373,22.361499881744386,21.31199993133545,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,8,0,0,0,2,0,1,1,0,0,0,0,0,1,0
2007-11-13,24.100000381469727,-0.2248311269479465,20.203986065899098,24.67899990081787,23.283999888102212,22.56549987792969,21.338399925231933,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2007-11-14,25.940000534057617,0.07634855284079789,20.203986065899098,25.419999885559083,23.626666641235353,22.9354998588562,21.365599937438965,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0
